SKU	Product ID	Short Description	Category Name	Brand	Model	Image Link	Product URL	Price	Shipment Costs
R138	151	Progressive Scan CMOS- Day and night function with mechanical IR cut filter- Minimum illumination 0 lux with IR LED on- Built-in f2.8~12mm/F1.4 megapixel vari-focal lens- 30fps at 1280 x 720 resolution- Selectable H.264 HP, MJPEG compressions with dual streaming - Video motion detection- Basic WDR 	IP megapixel dome cameras	ACTi	ACTi E61 1MP Indoor Dome Camera with D/N, IR, Basic WDR and a Vari-focal Lens	http://www.3gmobilecctv.com/media/catalog/product/e/6/e61_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/151/	305.00	0
R139	152	Progressive Scan CMOS - Day and night function with mechanical IR cut filter - Minimum illumination 0 lux with IR LED on- Built-in f2.8~12mm/F1.4 megapixel vari-focal lens - 15fps at 2048 x 1536 resolution - Selectable H.264 HP, MJPEG compressions with dual streaming - Video Motion Detection	IP megapixel dome cameras	ACTi	ACTi E62 3MP Indoor Dome Camera, D/N, IR, Basic WDR and a Vari-focal Lens	http://www.3gmobilecctv.com/media/catalog/product/e/6/e61_l_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/152/	265.00	0
E63	153	ACTi E63 5MP Indoor Dome Camera, D/N, IR, Basic WDR, Vari-focal Lens	IP megapixel dome cameras	ACTi	ACTi E63 5MP Indoor Dome Camera, D/N, IR, Basic WDR, Vari-focal Lens	http://www.3gmobilecctv.com/media/catalog/product/e/6/e61_l_2.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/153/	295.00	0
R141	154	ACTi E64 1MP Indoor Dome Camera, D/N, IR, Superior WDR, Vari-focal Lens	IP megapixel dome cameras	ACTi	ACTi E64 1MP Indoor Dome Camera, D/N, IR, Superior WDR, Vari-focal Lens	http://www.3gmobilecctv.com/media/catalog/product/e/6/e61_l_3.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/154/	279.00	0
R142	155	Progressive scan CMOS - Day and night functions with mechanical IR cut filter- Minimum illumination 0 lux with IR LED on- Built-in f2.8~12mm/F1.4 megapixel vari-focal lens - 15fps at 2048 x 1536 resolution- Selectable H.264 HP, MJPEG compressions with dual streaming - Video motion detection	IP megapixel dome cameras	ACTi	ACTi E65 3MP Indoor Dome Camera, D/N, IR, Superior WDR, Vari-focal Lens	http://www.3gmobilecctv.com/media/catalog/product/e/6/e61_l_4.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/155/	333.00	0
R143	156	Progressive scan CMOS with superior low light sensitivity - Minimum illumination 0.1 lux at F1.4- Built in f2.8~12mm/F1.4 megapixel varifocal lens- 30fps at 1280 x 960 resolution- Selectable H.264 HP, MJPEG compressions with dual streaming - Video motion detection- Basic WDR	IP megapixel dome cameras	ACTi	ACTi E66 1.3MP Indoor Dome Camera, Basic WDR, SLLS, Vari-focal Lens	http://www.3gmobilecctv.com/media/catalog/product/e/6/e66_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/156/	189.00	0
R144	157	Progressive scan CMOS with superior low light sensitivity - Minimum illumination 0.1 lux at F1.4- Built-in f2.8~12mm/F1.4 megapixel varifocal lens - 30fps at 1920 x 1080 resolution- Selectable H.264 HP, MJPEG compressions with dual streaming - Video motion detection 	IP megapixel dome cameras	ACTi	ACTi E67 2MP Indoor Dome Camera, Basic WDR, SLLS, Vari-focal Lens	http://www.3gmobilecctv.com/media/catalog/product/e/6/e66_l_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/157/	219.00	0
N3011	180	3S Vision N3011 5 Megapixel/H.264/1080P Real-Time/Vari-Focal/Auto-IRIS IP IR Dome Network Camera from 3G Mobile CCTV	IP megapixel dome cameras	3S Vision	3S Vision N3011 5 Megapixel/H.264/1080P Real-Time/Vari-Focal/Auto-IRIS IP IR Dome Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/3/n3011.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/180/	330.00	0
N3031	182	3S Vision N3031 3 Megapixel/H.264/1080P Real-Time/Vari-Focal/Auto-IRIS IP IR Dome Network Camera from 3G Mobile CCTV	IP megapixel dome cameras	3S Vision	3S Vision N3031 3 Megapixel/H.264/1080P Real-Time/Vari-Focal/Auto-IRIS IP IR Dome Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/3/n3031.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/182/	279.00	0
N3071	183	3S Vision N3071 2 Megapixel/H.264/720/3.6mm fixed lens IP IR Dome network camera from 3G Mobile CCTV	IP megapixel dome cameras	3S Vision	3S Vision N3071 2 Megapixel/H.264/720/3.6mm fixed lens IR Dome network camera 	http://www.3gmobilecctv.com/media/catalog/product/n/3/n3071.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/183/	239.00	0
N3072	184	3S Vision N3072 2 Megapixel/H.264/720P Real-Time/IR/Vari-Focal IP dome network camera from 3G Mobile CCTV	IP megapixel dome cameras	3S Vision	3S Vision N3072 2 Megapixel/H.264/720P Real-Time/IR/Vari-Focal IP dome network camera 	http://www.3gmobilecctv.com/media/catalog/product/n/3/n3072.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/184/	269.00	0
N3073	185	3S Vision N3073 2 Megapixel/H.264/720P Real-Time IP Vandalproof Dome Network Camera from 3G Mobile CCTV	IP megapixel dome cameras	3S Vision	3S Vision N3073 2 Megapixel/H.264/720P Real-Time Vandalproof Dome Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/3/n3073.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/185/	210.00	0
N3074	186	3S Vision N3074 2 Megapixel/H.264/720P Real-Time/Vari-Focal IP Vandalproof  Dome Network Camera from 3G Mobile CCTV	IP megapixel dome cameras	3S Vision	3S Vision N3074 2 Megapixel/H.264/720P Real-Time/Vari-Focal Vandal Dome Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/3/n3074.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/186/	229.00	0
R174	187	Intellio Video System 2 Base Module w. 1 Intellio camera license and 1 ONVIF device license - Network video monitoring, recording and event management software. Suitable for running on a single server w. 2 predefined users (Administrator, Operator) and w. 5 clients.	Face recognition 	Intellio	Intellio IVS-BASE Video System 2with 1 Intellio camera license 	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/187/	85.00	0
R175	188	Intellio IVS-INT-1 camera license for 1 camera for IVS-BASE	Face recognition 	Intellio	Intellio IVS-INT-1 camera license for 1 camera for IVS-BASE	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/188/	7.00	0
R176	189	Intellio IVS-VPC-1 retail camera and onboard retail VCA license for 1 camera (only for ILD-100R-MVD)	Face recognition 	Intellio	Intellio IVS-VPC-1 retail camera and onboard retail VCA license for 1 camera (only for ILD-100R-MVD)	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_2.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/189/	290.00	0
R177	190	Intellio IVS-OCS-1 camera or video encoder license for 1 device for IVS-BASE	Face recognition 	Intellio	Intellio IVS-OCS-1 camera or video encoder license for 1 device for IVS-BASE	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_3.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/190/	76.00	0
R178	191	Intellio IVS-CLS-U Unlimited clients support for 1 server for IVS-BASE	Face recognition 	Intellio	Intellio IVS-CLS-U Unlimited clients support for 1 server for IVS-BASE	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_4.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/191/	145.00	0
R179	192	Intellio IVS-USR-U Unlimited users support for 1 server for IVS-BASE	Face recognition 	Intellio	Intellio IVS-USR-U Unlimited users support for 1 server for IVS-BASE	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_5.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/192/	145.00	0
R180	193	Intellio IVS-SITE Site support for 1 server	Face recognition 	Intellio	Intellio IVS-SITE Site support for 1 server	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_6.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/193/	595.00	0
R181	194	Intellio IVS-DOMAIN Domain support for 1 server	Face recognition 	Intellio	Intellio IVS-DOMAIN Domain support for 1 server	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_7.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/194/	595.00	0
R182	195	Intellio IVS-MAP 3D map support for 1 server	Face recognition 	Intellio	Intellio IVS-MAP 3D map support for 1 server	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_2_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/195/	289.00	0
R183	196	Intellio IVS-MBL Unlimited Mobile client server support for Nokia Symbian, RIM, Android and Apple iOS (iPhone & iPad) mobile operation systems for 1 server	Face recognition 	Intellio	Intellio IVS-MBL Unlimited Mobile client server support for Nokia Symbian, RIM, Android and Apple iOS (iPhone & iPad) mobile operation systems for 1 server	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_2_2.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/196/	78.00	0
R184	197	Intellio IVS-SPB Smart playback support for 1 server	Face recognition 	Intellio	Intellio IVS-SPB Smart playback support for 1 server	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_3_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/197/	79.00	0
R185	198	Intellio’s ANPR module is recognizing the license plates of passing traffic which are stored by the system even for years, depending on the storage capacity. Additionally at least one outstanding quality image is stored from the vehicle next to the license plate. All of the recognized plates can be queried from a central database based on date or location of the recognition. The system detects license plates out of Europe weather it contains Latin, Arab, Chinese, Korean or Cyrillic characters.	Face recognition 	Intellio	Intellio IVS-ANPR Automatic License Plate Recognition for ILS-BASE up to 4 cameras (ARH Carmen Freeflow) for 1 server	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_3_2.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/198/	3,448.00	0
R186	199	Intellio IVS-MTW Monitorwall support for 1 server	Face recognition 	Intellio	Intellio IVS-MTW Monitorwall support for 1 server	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_3_3.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/199/	862.00	0
R187	200	Full specification and datasheet can be downloaded at the following line for IVS-SDK	Face recognition 	Intellio	Intellio IVS-SDK SDK support for 1 server	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_3_4.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/200/	1,035.00	0
R188	201	In a fiercely competitive marketplace it is not enough to offer high quality service or goods, nor does it suffice to create a well-organized promotional campaign.	Face recognition 	Intellio	Intellio IVS-VSCR-1 VisiScanner Analytics license for 1 camera 	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_3_5.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/201/	435.00	0
R189	202	In a fiercely competitive marketplace it is not enough to offer high quality service or goods, nor does it suffice to create a well-organized promotional campaign. 	Face recognition 	Intellio	Intellio IVS-DATA VisiScanner & People Counter support 	http://www.3gmobilecctv.com/media/catalog/product/i/v/ivs-base_3_6.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/202/	948.00	0
KNR-2008	203	KOUKAAM KNR-2008 IPCorder NVR 8 channel ip network video recorder from 3G Mobile CCTV	IP NVR	Koukaam IPCorder	KOUKAAM KNR-2008 IPCorder NVR for 8 Cameras network video recorder	http://www.3gmobilecctv.com/media/catalog/product/k/n/knr-200_2.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/203/	299.00	0
KNR-2012	204	KOUKAAM KNR-2012 IPCorder NVR 12 channel ip network video recorder from 3G Mobile CCTV	IP NVR	Koukaam IPCorder	KOUKAAM KNR-2012 IPCorder NVR for 12 Cameras network video recorder	http://www.3gmobilecctv.com/media/catalog/product/k/n/knr-200_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/204/	390.00	0
KNR-2016	205	KOUKAAM KNR-2016 IPCorder NVR 16 channel ip network video recorder from 3G Mobile CCTV	IP NVR	Koukaam IPCorder	KOUKAAM KNR-2016 IPCorder NVR for 16 Cameras network video recorder	http://www.3gmobilecctv.com/media/catalog/product/k/n/knr-200.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/205/	480.00	0
KNR-5016	206	KOUKAAM KNR-5016 IPCorder NVR 16 channel ip network video recorder for 3G Mobile CCTV	IP NVR	Koukaam IPCorder	KOUKAAM KNR-5016 IPCorder NVR for 16 Cameras network video recorder	http://www.3gmobilecctv.com/media/catalog/product/k/n/knr-5016-ipcorder-nvr-16-cameras-701-p.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/206/	625.00	0
KNR-5024	207	KOUKAAM KNR-5024 IPCorder NVR 24 channel ip network video recorder from 3G Mobile CCTV	IP NVR	Koukaam IPCorder	KOUKAAM KNR-5024 IPCorder NVR for 24 Cameras network video recorder	http://www.3gmobilecctv.com/media/catalog/product/k/n/knr-5024-ipcorder-nvr-24-cameras-713-p.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/207/	915.00	0
KNR-5032	208	KOUKAAM KNR-5032 IPCorder NVR 32 channel ip network video recorder from 3G Mobile CCTV	Video Recorders	Koukaam IPCorder	KOUKAAM KNR-5032 IPCorder NVR for 32 IP Cameras network video recorder	http://www.3gmobilecctv.com/media/catalog/product/k/n/knr-5032-ipcorder-nvr-for-32-ip-cameras-715-p.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/208/	1,145.00	0
KNR-5040	209	KOUKAAM KNR-5040 IPCorder NVR 40 channel ip network video recorder from 3G Mobile CCTV	Video Recorders	Koukaam IPCorder	KOUKAAM KNR-5040 IPCorder NVR for 40 IP Cameras network video recorder	http://www.3gmobilecctv.com/media/catalog/product/k/n/knr-5040-ipcorder-nvr-for-40-ip-cameras-717-p.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/209/	1,375.00	0
KNR-1004	210	KOUKAAM KNR-1004 IPCorder 4 channel ip network video recorder from 3G Mobile CCTV	IP NVR	Koukaam IPCorder	KOUKAAM KNR-1004 IPCorder 4 cameras network video recorder	http://www.3gmobilecctv.com/media/catalog/product/i/p/ipcorder-knr-10002_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/210/	198.00	0
KNR-1008	211	KOUKAAM KNR-1008 IPCorder 8 channel ip network video recorder from 3G Mobile CCTV	IP NVR	Koukaam IPCorder	KOUKAAM KNR-1008 IPCorder 8 cameras network video recorder	http://www.3gmobilecctv.com/media/catalog/product/i/p/ipcorder-knr-10002.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/211/	249.00	0
KRR-4016	212	KOUKAAM KRR-4016 IPCorder Rack Mount NVR 16 channel ip network video recorder from 3G Mobile CCTV	Video Recorders	Koukaam IPCorder	KOUKAAM KRR-4016 IPCorder Rack Mount NVR for 16 IP Cameras network video recorder	http://www.3gmobilecctv.com/media/catalog/product/k/r/krr-416-ipcorder-rack-mount-nvr-for-16-ip-cameras-721-p.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/212/	869.00	0
IPS-EA1822	213	IPS-EA1822 2MP, 1080P, 4mm fixed lens, Day &amp; Night IR, Vandalproof is a professional IR IP vandalproof dome camera	IP megapixel dome cameras	IPS Technology	IPS-EA1822 2MP, 1080P, 4mm fixed lens, Day & Night IR, Vandalproof IP dome camera	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-ea1822.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/213/	94.00	0
IPS-HS1822L	214	IPS-HS1822L 2MP, 1080P, 4mm fixed lens, Low Lux, Day &amp; Night IR, Vandalproof is a professional IP dome camera for Low Lux night time cctv surveillance solutions	IP megapixel dome cameras	IPS Technology	IPS-HS1822L 2MP, 1080P, 4mm fixed lens, Low Lux, Day & Night IR, Vandalproof IP dome camera	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-ea1822_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/214/	115.00	0
IPS-EA1821	215	IPS-EA1821 2MP, 1080P, 3.6mm fixed lens, Day & Night IR, IP indoor dome camera 	IP megapixel dome cameras	IPS Technology	IPS-EA1821 2MP, 1080P, 3.6mm fixed lens, Day & Night IR, IP indoor dome camera 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-ea1821.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/215/	73.00	0
RTU5000	216	RTU5000 GSM RTU remote terminal unit (4I /2O/1AD/RS232 Ports)	GSM Alarms & Controllers	3G Mobile	RTU5000 GSM RTU remote terminal unit (4I /2O/1AD/RS232 Ports)	http://www.3gmobilecctv.com/media/catalog/product/r/t/rtu5000.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/216/	89.00	0
RTU5010	217	The GSM Controller RTU5010 is a universal GSM dialer and controller as well as a GSM Remote Control and Alarm Unit	GSM Alarms & Controllers	3G Mobile	RTU5010 GSM Controller (4 I/O Ports)	http://www.3gmobilecctv.com/media/catalog/product/r/t/rtu5010.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/217/	109.00	0
RTU5011	218	RTU5011 is a universal GSM dialer and controller as well as a GSM Remote Control and Alarm Unit.	GSM Alarms & Controllers	3G Mobile	RTU5011 GSM Controller (8 I/O Ports, 4AD Inputs)	http://www.3gmobilecctv.com/media/catalog/product/r/t/rtu5011.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/218/	155.00	0
RTU5015	219	RTU5015 is a very simple device which can be used for authorized door access, controlling gates, switching of remote equipments, car parking systems and excellent for remote control of appliances	GSM Alarms	3G Mobile	RTU5015 GSM Gate Door Opener(1O/2I)	http://www.3gmobilecctv.com/media/catalog/product/r/t/rtu5015.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/219/	79.00	0
S130	220	GSM SMS Controller-Alarm (2I/2O/USB Ports) Remote switching machines with a SMS text from your mobile phone! Remote Monitoring your assets in the worldwide by your mobile Phone! Perfect low cost solution for remote control and monitoring of all your assets	GSM Alarms & Controllers	3G Mobile	S130 GSM SMS Controller-Alarm (2I/2O/USB Ports)	http://www.3gmobilecctv.com/media/catalog/product/s/1/s130.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/220/	79.00	0
S140	221	S140 GSM SMS Controller-Alarm (4I/2O/USB Ports) is a 4 port GSM controller alarm for remote control of assest and equipment via your GSM cellphone	GSM Alarms & Controllers	3G Mobile	S140 GSM SMS Controller-Alarm (4I/2O/USB Ports)	http://www.3gmobilecctv.com/media/catalog/product/s/1/s140.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/221/	89.00	0
S150	222	S150 GSM SMS Controller-Alarm (8I/2O/USB Ports) is a GSM SMS Controller-Alarm (8I/2O/USB Ports) for remote switching machines with a SMS text from your mobile phone! 	GSM Alarms	3G Mobile	S150 GSM SMS Controller-Alarm (8I/2O/USB Ports)	http://www.3gmobilecctv.com/media/catalog/product/s/1/s150.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/222/	99.00	0
GECON001	223	GECON Lite is a GSM communicator that serves for data transfer through the GSM network via text messages and voice calls.	GSM Alarms & Controllers	Zadako	Zadako GECON GSM communicator	http://www.3gmobilecctv.com/media/catalog/product/g/e/gecon-lite.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/223/	109.00	0
DRAGON	224	Zadako DRAGON GSM mini alarm from 3G Mobile CCTV  	GSM Alarms	3G Mobile	Zadako DRAGON GSM mini alarm	http://www.3gmobilecctv.com/media/catalog/product/d/r/dragon.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/224/	135.00	0
GECON002	225	Zadako Gecon Lite Plus is a GSM controller and communicator device	GSM Alarms & Controllers	Zadako	Zadako Gecon Lite Plus	http://www.3gmobilecctv.com/media/catalog/product/g/e/geconlitem.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/225/	129.00	0
TS-210	226	3G Mobile TS-210 4ch mobile DVR for vehicle surveillance and is perfect for mobile surveillance requirements and vehicle tracking with GPS and 3G options	Mobile DVR	3G Mobile	3G Mobile TS-210 4ch mobile DVR for vehicle surveillance	http://www.3gmobilecctv.com/media/catalog/product/t/s/ts-210b.gif	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/226/	159.00	0
TS-218	227	3G Mobile TS-218 8ch mobile DVR for vehicle surveillance	Mobile DVR	3G Mobile	3G Mobile TS-218 8ch mobile DVR for vehicle surveillance	http://www.3gmobilecctv.com/media/catalog/product/2/1/218.gif	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/227/	264.00	0
R200	228	* Standard compliant IEEE802.3af* Support 10/100Mbps fast Ethernet* Data transmission up to 100 meters* Support power up to 15.4W per each port	PoE Switches		5 port 100Mbps POE,802.3af	http://www.3gmobilecctv.com/media/catalog/product/p/2/p20130822183726_210796.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/228/	45.00	0
R201	229	* Standard compliant IEEE802.3at* Support 10/100Mbps fast Ethernet* Data transmission up to 100 meters* Support power up to 25W per each port	PoE Switches		5 Port 100Mbps POE 802.at	http://www.3gmobilecctv.com/media/catalog/product/p/2/p20130822183726_210796_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/229/	55.00	0
R202	230	* Standard compliant IEEE802.3af* Support 1000Mbps fast Ethernet* Data transmission up to 100 meters* Support power up to 15.4W per each port	PoE Switches		Port Gigabit POE 802.3af	http://www.3gmobilecctv.com/media/catalog/product/p/2/p20130822183924_515759.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/230/	55.00	0
R203	231	* Standard compliant IEEE802.3at* Support 100/1000Mbps fast Ethernet* Data transmission up to 100 meters* Support power up to 25W per each port	PoE Switches		5 port Gigabit 802.3at 	http://www.3gmobilecctv.com/media/catalog/product/p/2/p20130822183924_515759_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/231/	62.00	0
R204	232	PS1081-4 port support POEIEEE802.3at100M	PoE Switches		8 Port 100M POE ,802.af	http://www.3gmobilecctv.com/media/catalog/product/p/2/p20130822184534_761402.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/232/	53.00	0
R205	233	* Standard compliant IEEE802.3af* Support 10/100/1000Mbps fast Ethernet* Data transmission up to 100 meters* Support power up to 15.4W per each port	PoE Switches		8 Port Gigabit POE 802.3af	http://www.3gmobilecctv.com/media/catalog/product/p/2/p20130822184534_761402_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/233/	93.00	0
R206	234	* Standard compliant IEEE802.3af* Support 10/100Mbps fast Ethernet* Data transmission up to 100 meters* Support power up to 15.4W per each port	PoE Switches		8 port 100Mbps Poe 802.3af	http://www.3gmobilecctv.com/media/catalog/product/p/2/p20130822185334_734211.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/234/	83.00	0
R207	235	PS10821-8 port support POEIEEE802.af1000M	PoE Switches		9 port Gigabit POE 802.af	http://www.3gmobilecctv.com/media/catalog/product/p/s/ps1082.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/235/	109.00	0
R208	236	Standard compliant IEEE802.3af1-8 port support 10/100Mbps POE9 Port support Gigabit SFP PortData transmission up to 100 meters	PoE Switches		8 port 100Mbps Poe 802.3at 	http://www.3gmobilecctv.com/media/catalog/product/p/s/ps1082sc.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/236/	115.00	0
R209	237	Singal port 30W POE injector	PoE Switches		Singal port 30W POE injector	http://www.3gmobilecctv.com/media/catalog/product/p/s/pse804.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/237/	27.00	0
R210	238	1) Support the IEEE 802.3af standard.2) Support 10/100Mbps data transmission. 	PoE Switches		15W PD Splitter 	http://www.3gmobilecctv.com/media/catalog/product/p/2/p20130813185707_165339.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/238/	19.00	0
R211	239	1) Support the IEEE 802.3af /at standard.2) Support 10/100/1000M data transmission. 	PoE Switches		30W PD splitter	http://www.3gmobilecctv.com/media/catalog/product/p/d/pd803.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/239/	22.00	0
R212	240	All 24 10/100M ports are PoE inline power portTwo Gigabit electrical interface is used for high-speed connectionTwo Gigabit optical interface is used for high-speed connectionEasy-to-use WEB-based graphical configuration and management	PoE Switches		24 Port 100Mbps switch with 2G combo	http://www.3gmobilecctv.com/media/catalog/product/p/2/p20130823121749_045966.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/240/	327.00	0
R213	241	16 PoE ports, 10/100 mbps each port2 Gigabit Uplink ports for high speed connection2 Gigabit fiber optic ports for high speed connectionBase on web management, easy and convenient	PoE Switches		16 Port100Mbps switch with 2G combo	http://www.3gmobilecctv.com/media/catalog/product/p/2/p20130823122047_972399.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/241/	301.00	0
R214	242	All 24 10/100M ports are PoE inline power portTwo Gigabit electrical interface is used for high-speed connectionTwo Gigabit optical interface is used for high-speed connectionEasy-to-use WEB-based graphical configuration and management	PoE Switches		24 port 100Mbps switch with 2G combo	http://www.3gmobilecctv.com/media/catalog/product/p/2/p20130823121749_045966_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/242/	299.00	0
R215	243	16 PoE ports, 10/100 mbps each port2 Gigabit Uplink ports for high speed connection2 Gigabit fiber optic ports for high speed connectionBase on web management, easy and convenient	PoE Switches		16 port 100Mbps switch with 2G combo	http://www.3gmobilecctv.com/media/catalog/product/p/2/p20130823122047_972399_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/243/	255.00	0
R216	244	8 x2 10/100Mbps RJ45 power & data ports,Complies with IEEE802.3af standardsEach port support 10/100MbpsSupports PoE power up to 15.4W for each PoE port	PoE Switches		8 port POE midspan	http://www.3gmobilecctv.com/media/catalog/product/p/m/pms08.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/244/	78.00	0
R217	245	4 port POE midspan	PoE Switches		4 port POE midspan	http://www.3gmobilecctv.com/media/catalog/product/p/m/pms04.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/245/	69.00	0
R218	246	Singal port 30W POE injector 	PoE Switches		Singal port 30W POE injector 	http://www.3gmobilecctv.com/media/catalog/product/p/s/pse803.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/246/	26.00	0
R219	247	• 8 x2 10/100/1000Mbps RJ45 power & data ports• Complies with IEEE802.3at+ standards•Each port support 10/100/1000Mbps•Supports PoE power up to 60W for each PoE port	PoE Switches		8 port 1000M POE midspan 60W 	http://www.3gmobilecctv.com/media/catalog/product/p/2/p20121224131737_533427.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/247/	269.00	0
R220	248	• 8 x2 10/100/1000Mbps RJ45 power & data ports• Complies with IEEE802.3at+ standards•Each port support 10/100/1000Mbps•Supports PoE power up to 60W for each PoE port	PoE Switches		8 port 1000M POE midspan 60W 	http://www.3gmobilecctv.com/media/catalog/product/p/2/p20121224131737_533427_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/248/	123.00	0
