SKU	Product ID	Short Description	Category Name	Brand	Model	Image Link	Product URL	Price	Shipment Costs
R67	80	ACTi E33 5MP Bullet Camera with D/N, IR, Basic WDR and a Fixed 4.2mm Lens	IP megapixel bullet /tube cameras	ACTi	ACTi E33 5MP Bullet Camera with D/N, IR, Basic WDR and a Fixed 4.2mm Lens	http://www.3gmobilecctv.com/media/catalog/product/e/3/e33_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/80/	246.00	0
R68	81	ACTi E34 3MP Bullet Camera with D/N, IR, Superior WDR and a Fixed 3.6mm Lens	IP megapixel bullet /tube cameras	ACTi	ACTi E34 3MP Bullet Camera with D/N, IR, Superior WDR and a Fixed 3.6mm Lens	http://www.3gmobilecctv.com/media/catalog/product/e/3/e34_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/81/	246.00	0
R69	82	IPS-511 Low Lux 1 Mega-Pixel IR IP Bullet Camera 	IP megapixel bullet /tube cameras	IPS Technology	IPS-511 Low Lux 1 Mega-Pixel IR IP Bullet Camera 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-511.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/82/	105.00	0
R70	83	IPS-511S Low Lux Mini IR IP bullet camera	IP megapixel bullet /tube cameras	IPS Technology	IPS-511S Low Lux Mini IR IP bullet camera	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-511s.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/83/	105.00	0
R71	84	IPS-512V Low Lux 1 Megapixel IR IP bullet camera	IP megapixel bullet /tube cameras	IPS Technology	IPS-512V Low Lux 1 Megapixel IR IP bullet camera	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x12v.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/84/	115.00	0
R72	85	IPS-512VW Low Lux 1 Megapixel Mini IR IP bullet camera with WiFi 	IP megapixel bullet /tube cameras	IPS Technology	IPS-512VW Low Lux 1 Megapixel Mini IR IP bullet camera with WiFi 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-512vw.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/85/	129.00	0
R73	86	IPS-513V Low Lux 1 Megapixel 4X Zoom IR IP bullet camera	IP megapixel bullet /tube cameras	IPS Technology	IPS-513V Low Lux 1 Megapixel 4X Zoom IR IP bullet camera	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x13v.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/86/	129.00	0
R74	87	IPS-711 WDR 1 Mega-Pixel IR IP Bullet Camera 	IP megapixel bullet /tube cameras	IPS Technology	IPS-711 WDR 1 Mega-Pixel IR IP Bullet Camera 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-711.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/87/	120.00	0
R75	88	IPS-711S WDR 1 Megapixel Mini IR IP bullet camera	IP megapixel bullet /tube cameras	IPS Technology	IPS-711S WDR 1 Megapixel Mini IR IP bullet camera	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-511s_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/88/	120.00	0
R76	89	IPS-712V WDR 1 Megapixel IR IP bullet camera	IP megapixel bullet /tube cameras	IPS Technology	IPS-712V WDR 1 Megapixel IR IP bullet camera	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x12v_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/89/	129.00	0
R77	90	IPS-712VW WDR 1 Megapixel Mini IR IP bullet camera with WiFi 	IP megapixel bullet /tube cameras		IPS-712VW WDR 1 Megapixel Mini IR IP bullet camera with WiFi 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x12vw.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/90/	144.00	0
R78	91	IPS-713V WDR 1 Megapixel 4X Zoom IR IP bullet camera	IP megapixel bullet /tube cameras	IPS Technology	IPS-713V WDR 1 Megapixel 4X Zoom IR IP bullet camera	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x13v_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/91/	144.00	0
R79	92	IPS-714V WDR 1 Megapixel Array LED IR IP bullet camera	IP megapixel bullet /tube cameras	IPS Technology	IPS-714V WDR 1 Megapixel Array LED IR IP bullet camera	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x14v.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/92/	139.00	0
R80	93	IPS-911 2.0 Megapixel IR IP bullet camera	IP megapixel bullet /tube cameras	IPS Technology	IPS-911 2.0 Megapixel IR IP bullet camera	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-911.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/93/	115.00	0
R81	94	IPS-911S 2 Megapixel Mini IR IP bullet camera	IP megapixel bullet /tube cameras	IPS Technology	IPS-911S 2 Megapixel Mini IR IP bullet camera	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-511s_2.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/94/	115.00	0
R82	95	IPS-912V 2 Megapixel IR IP bullet camera	IP megapixel bullet /tube cameras	IPS Technology	IPS-912V 2 Megapixel IR IP bullet camera 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x12v_2.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/95/	125.00	0
R83	96	IPS-912VW 2 Megapixel Mini IR IP bullet camera with WiFi 	IP megapixel bullet /tube cameras	IPS Technology	IPS-912VW 2 Megapixel Mini IR IP bullet camera with WiFi 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x12vw_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/96/	139.00	0
N6011	99	3S Vision N6011 5 Megapixel / H.264 /1080P Real-Time / Vari-Focal Indoor IP Bullet Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6011 5 Megapixel/H.264/1080P Real-Time/Vari-Focal Indoor IP Bullet Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6011.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/99/	320.00	0
N6031	100	3S Vision N6031 3 Megapixel / H.264 / 1080P Real-Time / Vari-Focal Indoor IP Bullet Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6031 3 Megapixel/H.264/1080P Real-Time/Vari-Focal Indoor IP Bullet Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6031.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/100/	265.00	0
N6033	101	3S Vision N6033 3 Megapixel / H.264 / 1080P Real-Time / Vari-Focal Outdoor IP Bullet Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6033 3 Megapixel/H.264/1080P Real-Time/Vari-Focal Outdoor IP Bullet Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6033.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/101/	305.00	0
N6035	102	3S Vision N6035 3 Megapixel / H.264 / 720P Real Time / IR-25M / Vari-Focal Tube Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6035 3 Megapixel/H.264/720P Real Time/IR-25M/ Vari-Focal Tube Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6072.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/102/	249.00	0
N6037	103	3S Vision N6037 3 Megapixel/H.264/1080P Real-Time/Vari-focal Outdoor IP Bullet Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6037 3 Megapixel/H.264/1080P Real-Time/Vari-focal Outdoor IP Bullet Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6037.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/103/	267.00	0
N6038	104	3S Vision N6038 3 Megapixel / H.264 / 1080P Real-Time / Fixed Outdoor IP Bullet Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6038 3 Megapixel/H.264/1080P Real-Time/Fixed Outdoor IP Bullet Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6038.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/104/	224.00	0
N6071	105	3S Vision N6071 2 Megapixel/H.264/720P Real-Time/IR-25M Outdoor Bullet Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6071 2 Megapixel/H.264/720P Real-Time/IR-25M Outdoor Bullet Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6071.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/105/	245.00	0
N6072	106	3S Vision N6072 2 Megapixel/H.264/Fixed lens/IR-25M Tube Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6072 2 Megapixel/H.264/Fixed lens/IR-25M Tube Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6072_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/106/	197.00	0
N6073	107	3S Vision N6073 2Megapixel/H.264/720P Real Time/IR--25M/ Vari-Focal Tube Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6073 2Megapixel/H.264/720P Real Time/IR--25M/ Vari-Focal Tube Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6072_2.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/107/	235.00	0
N6074	108	3S Vision N6074 2 Megapixel/H.264/720P Real-Time/IR/Vari-Focal Indoor Bullet Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6074 2 Megapixel/H.264/720P Real-Time/IR/Vari-Focal Indoor Bullet Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6074.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/108/	249.00	0
N6075	109	3S Vision N6075 2 Megapixel / H.264 / 720P Real-Time / IR Indoor Bullet Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6075 2 Megapixel/H.264/720P Real-Time/IR Indoor Bullet Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6075.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/109/	208.00	0
N6076	110	3S Vision N6076 2 Megapixel/H.264/720P Real-Time/IR/Vari-Focal Outdoor Bullet Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6076 2 Megapixel/H.264/720P Real-Time/IR/Vari-Focal Outdoor Bullet Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6076.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/110/	289.00	0
N6078	111	3S Vision N6078 2 Megapixel / H.264 / 720P Real-Time Vari-Focal IP Bullet Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6078 2 Megapixel/H.264/720P Real-Time Vari-Focal IP Bullet Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6078.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/111/	224.00	0
N6077	112	3S Vision N6077 2 Megapixel / H.264 / 720P Real-Time/IR IP Fixed Outdoor Bullet Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6077 2 Megapixel/H.264/720P Real-Time/IR Fixed Outdoor Bullet Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6077_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/112/	252.00	0
N6079	113	3S Vision N6079 2 Megapixel/H.264/720P Real-Time Fixed Bullet Network Camera from 3G Mobile CCTV	IP megapixel bullet /tube cameras	3S Vision	3S Vision N6079 2 Megapixel/H.264/720P Real-Time Fixed Bullet Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/6/n6078_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/113/	216.00	0
R101	114	ACTi E91 1MP Indoor Mini Dome Camera with Basic WDR and a Fixed 2.93mm Lens	IP mini dome cameras	ACTi	ACTi E91 1MP Indoor Mini Dome Camera with Basic WDR and a Fixed 2.93mm Lens	http://www.3gmobilecctv.com/media/catalog/product/e/9/e91e92_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/114/	142.00	0
R102	115	ACTi E92 3MP Indoor Mini Dome Camera with Basic WDR and a Fixed 2.93mm Lens	IP mini dome cameras	ACTi	ACTi E92 3MP Indoor Mini Dome Camera with Basic WDR and a Fixed 2.93mm Lens	http://www.3gmobilecctv.com/media/catalog/product/e/9/e91e92_l_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/115/	167.00	0
R103	116	·Low profile with Plug & Play capability·Vandalproof and waterproof·1/3 inch million pixels low illumination CMOS image sensor ·4/6 mm million pixels camera lens·Day and night to convert, infrared distance is 20m·H.264 compressed mode·Real time transmission frame rate is 25frame/sec	IP mini dome cameras	IPS Technology	IPS-521S Low Lux 1 Megapixel IR IP mini dome camera 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x21s_series.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/116/	96.00	0
R104	117	·High resolution 1/3 1.0 Megapixel WDR CMOS Sensor·Integrated 4/6 mm Megapixel lens·Day and night application makes 20M IR view·H.264 compression·Real time transmission up to 25FPS@1MP, D1·Interchangeable Lenses Available·Two-way audio supported	IP mini dome cameras	IPS Technology	IPS-721S WDR 1 Megapixel IR IP mini dome camera 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x21s_series_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/117/	110.00	0
R105	118	·High resolution 1/4 2.0 Megapixel CMOS Sensor·Integrated 4/6 mm Megapixel lens·Day and night application makes 20M IR view· H.264 compression·Real time transmission up to 25FPS·Interchangeable Lenses Available·Two-way audio supported·Hardware motion detection supported	IP mini dome cameras	IPS Technology	IPS-921S 2 Megapixel IR IP mini dome camera 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x21s_series_2.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/118/	105.00	0
N9033	119	3S Vision N9033 3 Megapixel/H.264/1080P Real-Time/Vari-Focal mini Dome Network Camera from 3G Mobile CCTV	IP mini dome cameras	3S Vision	3S Vision N9033 3 Megapixel/H.264/1080P Real-Time/Vari-Focal mini Dome Network Camera 	http://www.3gmobilecctv.com/media/catalog/product/n/9/n9073.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/119/	245.00	0
N9034	120	3S Vision N9034 3 Megapixel/H.264/1080P Real-Time/Fixed mini Dome Network Camera from 3G Mobile CCTV	IP mini dome cameras	3S Vision	3S Vision N9034 3 Megapixel/H.264/1080P Real-Time/Fixed mini Dome Network Camera 	http://www.3gmobilecctv.com/media/catalog/product/n/9/n9073_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/120/	216.00	0
N9071	121	3S Vision N9071 2 Megapixel/H.264/720P/Wide Angle mini Dome Network Camera from 3G Mobile CCTV	IP mini dome cameras	3S Vision	3S Vision N9071 2 Megapixel/H.264/720P/Wide Angle mini Dome Network Camera	http://www.3gmobilecctv.com/media/catalog/product/n/9/n9071.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/121/	145.00	0
R109	122	1/2.5" progressive scan CMOS - Day and night function with mechanicl IR cut filter- Minimum illumination 0.06 lux at F2.8- 180°/360° panorama and ePTZ view- Built in f1.05mm/F2.8 megapixel fisheye lens- 6fps at 2032 x 1920 resolution	IP hemispheric Cameras	ACTi	ACTi KCM-3911 H.264 4-Megapixel IP D/N Hemispheric Camera	http://www.3gmobilecctv.com/media/catalog/product/k/c/kcm-3911_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/122/	552.00	0
R110	123	1/2.5" progressive scan CMOS- Day and night function with mechanical IR cut filter- Minimum illumination 0.06 lux - 180°/360° panorama and ePTZ view- Built-in f1.05mm / F2.8 megapixel fisheye lens - 6 fps at 2032 x 1920 resolution	IP hemispheric Cameras	ACTi	ACTi KCM-7911 4M Outdoor Hemispheric with D/N, Advanced WDR, Fisheye Lens Camera 	http://www.3gmobilecctv.com/media/catalog/product/k/c/kcm-7911_l_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/123/	621.00	0
N4012-20	124	3S Vision N4012 2Megapixel/H.264/1080P//20X/WDR Indoor IP Speed Dome Camera from 3G Mobile CCTV	IP speed dome cameras	3S Vision	3S Vision N4012 2Megapixel/H.264/1080P//20X/WDR Indoor IP Speed Dome Camera	http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/124/	1,250.00	0
N4013-23	125	3S Vision N4013 2Megapixel/H.264/D1/23X/Indoor IP speed dome camera from 3G Mobile CCTV	IP speed dome cameras	3S Vision	3S Vision N4013 2Megapixel/H.264/D1/23X/Indoor IP Speed Dome Camera	http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/125/	779.00	0
N4013-36	126	3S Vision N4013 2Megapixel/H.264/D1/36X/WDR Indoor IP Speed Dome Camera from 3G Mobile CCTV	IP speed dome cameras	3S Vision	3S Vision N4013 2Megapixel/H.264/D1/36X/WDR Indoor IP Speed Dome Camera	http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012_2.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/126/	1,098.00	0
N4013	127	3S Vision N4013 2 Megapixel/H.264/D1/37X/Indoor IP Speed Dome Camera from 3G Mobile CCTV	IP speed dome cameras	3S Vision	3S Vision N4013 2 Megapixel/H.264/D1/37X/Indoor IP Speed Dome Camera	http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012_3.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/127/	949.00	0
N5012	128	3S Vision N5012 2Megapixel/H.264/1080P//20X/WDR Outdoor IP Speed Dome Camera from 3G Mobile CCTV	IP speed dome cameras	3S Vision	3S Vision N5012 2Megapixel/H.264/1080P//20X/WDR Outdoor IP Speed Dome Camera	http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012_4.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/128/	1,282.00	0
N50132	129	3S Vision N5013 2Megapixel/H.264/D1/23X Outdoor IP Speed Dome Camera from 3G Mobile CCTV	IP speed dome cameras	3S Vision	3S Vision N5013 2Megapixel/H.264/D1/23X Outdoor IP Speed Dome Camera	http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012_5.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/129/	1,384.00	0
N50131	130	3S Vision N5013 2Megapixel/H.264/D1/36X/WDR Outoor IP Speed Dome Camera from 3G Mobile CCTV	IP speed dome cameras	3S Vision	3S Vision N5013 2Megapixel/H.264/D1/36X/WDR Outoor IP Speed Dome Camera	http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012_6.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/130/	1,087.00	0
N5013	131	3S Vision N5013 2 Megapixel/H.264/D1/37X Outdoor IP Speed Dome Camera from 3G Mobile CCTV	IP speed dome cameras	3S Vision	3S Vision N5013 2 Megapixel/H.264/D1/37X Outdoor IP Speed Dome Camera	http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012_7.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/131/	885.00	0
IPS-332R/480	132	IPS-332R 480TVL, 640x480, 22X/27X/30X zoom, IP PTZ speed dome camera 	IP speed dome cameras	IPS Technology	IPS-332R 480TVL, 640x480, 22X/27X/30X zoom, IP PTZ speed dome camera 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-332.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/132/	316.00	0
IPS-332R/540	133	IPS-332R 540TVL, 640x480, 22X/27X/30X zoom, IP PTZ speed dome camera 	IP speed dome cameras	IPS Technology	IPS-332R 540TVL, 640x480, 22X/27X/30X zoom, IP PTZ speed dome camera 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-332_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/133/	339.00	0
IPS-335R/480	134	IPS-335R 480TVL, 640x480, IR, 22X/27X/30X zoom, IP PTZ speed dome camera 	IP speed dome cameras	IPS Technology	IPS-335R 480TVL, 640x480, IR, 22X/27X/30X zoom, array LED, IP PTZ speed dome camera 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-335r.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/134/	345.00	0
IPS-335R/540	135	IPS-335R 540TVL, 640x480, IR, 22X/27X/30X zoom, array LED, IP PTZ speed dome camera 	IP speed dome cameras	IPS Technology	IPS-335R 540TVL, 640x480, IR, 22X/27X/30X zoom, array LED, IP PTZ speed dome camera 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-335r_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/135/	480.00	0
IPS-336/480	136	IPS-336R 480TVL, 640x480, LED array, 22X/27X/30X zoom, IP PTZ speed dome camera 	IP speed dome cameras	IPS Technology	IPS-336R 480TVL, 640x480, LED array, 22X/27X/30X zoom, IP PTZ speed dome camera 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-336r.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/136/	359.00	0
IPS-336R/540	137	IPS-336R 540TVL, 640x480, LED array, 22X/27X/30X zoom, IP PTZ speed dome camera 	IP speed dome cameras	IPS Technology	IPS-336R 540TVL, 640x480, LED array, 22X/27X/30X zoom, IP PTZ speed dome camera 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-336r_1.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/137/	379.00	0
IPS-835HR	138	IPS-835HR 1.3MP 720P, LED array, 16x zoom, HD IP PTZ speed dome camera 	IP speed dome cameras	IPS Technology	IPS-835HR 1.3MP 720P, LED array, 16x zoom, HD IP PTZ speed dome camera 	http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-835hr.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/138/	485.00	0
D51	139	ACTi D51 1MP Indoor Dome Camera with Fixed 3.6mm Lens from 3G Mobile CCTV	IP megapixel dome cameras	ACTi	ACTi D51 1MP Indoor Dome Camera with Fixed 3.6mm Lens	http://www.3gmobilecctv.com/media/catalog/product/d/5/d51_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/139/	99.00	0
D52	140	ACTi D52 3MP Indoor Dome Camera with Fixed 3.6mm Lens from 3G Mobile CCTV	IP megapixel dome cameras	ACTi	ACTi D52 3MP Indoor Dome Camera with Fixed 3.6mm Lens	http://www.3gmobilecctv.com/media/catalog/product/d/5/d52_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/140/	108.00	0
D54	141	ACTi D54 1MP Indoor Dome Camera with D/N, IR and a Fixed 3.6mm Lens form 3G Mobile CCTV	IP megapixel dome cameras	ACTi	ACTi D54 1MP Indoor Dome Camera with D/N, IR and a Fixed 3.6mm Lens	http://www.3gmobilecctv.com/media/catalog/product/d/5/d54_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/141/	112.00	0
D55	142	ACTi D55 3MP Indoor Dome Camera with D/N, IR and a Fixed 3.6mm Lens from 3G Mobile CCTV	IP megapixel dome cameras	ACTi	ACTi D55 3MP Indoor Dome Camera with D/N, IR and a Fixed 3.6mm Lens	http://www.3gmobilecctv.com/media/catalog/product/d/5/d55_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/142/	125.00	0
D61	143	ACTi D61 1.3MP Indoor Dome Camera with SLLS and a Vari-focal Lens from 3G Mobile CCTV	IP megapixel dome cameras	ACTi	ACTi D61 1.3MP Indoor Dome Camera with SLLS and a Vari-focal Lens	http://www.3gmobilecctv.com/media/catalog/product/d/6/d61_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/143/	156.00	0
D62	144	ACTi D62 2MP Indoor Dome Camera with SLLS and a Vari-focal Lens from 3G Mobile CCTV	IP megapixel dome cameras	ACTi	ACTi D62 2MP Indoor Dome Camera with SLLS and a Vari-focal Lens	http://www.3gmobilecctv.com/media/catalog/product/d/6/d62_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/144/	169.00	0
D64	145	ACTi D64 1MP Indoor Dome Camera with D/N, IR and Vari-focal Lens from 3G Mobile CCTV 	IP megapixel dome cameras	ACTi	ACTi D64 1MP Indoor Dome Camera with D/N, IR and Vari-focal Lens	http://www.3gmobilecctv.com/media/catalog/product/d/6/d64_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/145/	190.00	0
D65	146	ACTi D65 3MP Indoor Dome Camera with D/N, IR and Vari-focal Lens from 3G Mobile CCTV	IP megapixel dome cameras	ACTi	ACTi D65 3MP Indoor Dome Camera with D/N, IR and Vari-focal Lens	http://www.3gmobilecctv.com/media/catalog/product/d/6/d65_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/146/	210.00	0
R134	147	Progressive scan CMOS - Minimum illumination 0.1 lux at F2.0- Built-in f2.8mm/F2.0 megapixel fixed lens- 30 fps at 1280 x 720 resolution- Selectable H.264 HP, MJPEG compressions with dual streaming 	IP megapixel dome cameras	ACTi	ACTi E51 1MP Indoor Dome Camera with Basic WDR and a Fixed 2.8mm Lens	http://www.3gmobilecctv.com/media/catalog/product/e/5/e51_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/147/	119.00	0
R135	148	Progressive scan CMOS- Minimum illumination 0 lux with IR LED on- Built-in f3.6mm/F1.8 megapixel fixed lens- 30fps at 1280 x 720 resolution- Selectable H.264 HP, MJPEG compressions with dual streaming- Powered by PoE class 2	IP megapixel dome cameras		ACTi E52 1MP Indoor Dome Camera with D/N, IR, Basic WDR and a Fixed 3.6mm Lens	http://www.3gmobilecctv.com/media/catalog/product/e/5/e52_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/148/	143.00	0
R136	149	Progressive scan CMOS- Minimum illumination 0 lux with IR LED on - Built-in f3.6mm/F1.8 megapixel fixed lens - 15fps at 2048 x 1536 resolution - Selectable H.264 HP, MJPEG compressions with dual streaming- Video motion detection- Powered by PoE class 2	IP megapixel dome cameras	ACTi	ACTi E53 3MP Indoor Dome Camera with D/N, IR, Basic WDR and a Fixed 3.6mm Lens	http://www.3gmobilecctv.com/media/catalog/product/e/5/e53_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/149/	165.00	0
R137	150	Progressive scan CMOS- Minimum illumination 0 lux with IR LED on - Built-in f3.6mm/F1.8 megapixel fixed lens - 15fps at 2592 x 1944 resolution - Selectable H.264 HP, MJPEG compressions with dual streaming- Video motion detection- Basic WDR- Powered by PoE class 2	IP megapixel dome cameras	ACTi	ACTi E54 5MP Indoor Dome Camera with D/N, IR, Basic WDR and a Fixed 3.6mm Lens	http://www.3gmobilecctv.com/media/catalog/product/e/5/e54_l.jpg	http://www.3gmobilecctv.com/index.php/catalog/product/view/id/150/	210.00	0
